test_case,sampled_agents,replicate,num_agents,map_file,completed,steps,max_steps,error
empty-32-32-even-1_n25_run10,25,10,25,empty-32-32.map,True,4508,5000,
empty-48-48-even-1_n5_run01,5,1,5,empty-48-48.map,True,4213,5000,
empty-48-48-even-1_n5_run02,5,2,5,empty-48-48.map,True,1461,5000,
empty-48-48-even-1_n5_run03,5,3,5,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n5_run04,5,4,5,empty-48-48.map,True,448,5000,
empty-48-48-even-1_n5_run05,5,5,5,empty-48-48.map,True,846,5000,
empty-48-48-even-1_n5_run06,5,6,5,empty-48-48.map,True,4404,5000,
empty-48-48-even-1_n5_run07,5,7,5,empty-48-48.map,True,605,5000,
empty-48-48-even-1_n5_run08,5,8,5,empty-48-48.map,True,4069,5000,
empty-48-48-even-1_n5_run09,5,9,5,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n5_run10,5,10,5,empty-48-48.map,True,693,5000,
empty-48-48-even-1_n10_run01,10,1,10,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n10_run02,10,2,10,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n10_run03,10,3,10,empty-48-48.map,True,2120,5000,
empty-48-48-even-1_n10_run04,10,4,10,empty-48-48.map,True,1332,5000,
empty-48-48-even-1_n10_run05,10,5,10,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n10_run06,10,6,10,empty-48-48.map,True,4258,5000,
empty-48-48-even-1_n10_run07,10,7,10,empty-48-48.map,True,2471,5000,
empty-48-48-even-1_n10_run08,10,8,10,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n10_run09,10,9,10,empty-48-48.map,True,779,5000,
empty-48-48-even-1_n10_run10,10,10,10,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run01,15,1,15,empty-48-48.map,True,3894,5000,
empty-48-48-even-1_n15_run02,15,2,15,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run03,15,3,15,empty-48-48.map,True,2905,5000,
empty-48-48-even-1_n15_run04,15,4,15,empty-48-48.map,True,2592,5000,
empty-48-48-even-1_n15_run05,15,5,15,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run06,15,6,15,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run07,15,7,15,empty-48-48.map,True,923,5000,
empty-48-48-even-1_n15_run08,15,8,15,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run09,15,9,15,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n15_run10,15,10,15,empty-48-48.map,True,2537,5000,
empty-48-48-even-1_n20_run01,20,1,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run02,20,2,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run03,20,3,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run04,20,4,20,empty-48-48.map,True,3547,5000,
empty-48-48-even-1_n20_run05,20,5,20,empty-48-48.map,True,3957,5000,
empty-48-48-even-1_n20_run06,20,6,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run07,20,7,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run08,20,8,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run09,20,9,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n20_run10,20,10,20,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run01,25,1,25,empty-48-48.map,True,3006,5000,
empty-48-48-even-1_n25_run02,25,2,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run03,25,3,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run04,25,4,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run05,25,5,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run06,25,6,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run07,25,7,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run08,25,8,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run09,25,9,25,empty-48-48.map,False,5000,5000,
empty-48-48-even-1_n25_run10,25,10,25,empty-48-48.map,False,5000,5000,
empty-8-8-even-1_n5_run01,5,1,5,empty-8-8.map,True,9,5000,
empty-8-8-even-1_n5_run02,5,2,5,empty-8-8.map,True,9,5000,
empty-8-8-even-1_n5_run03,5,3,5,empty-8-8.map,True,7,5000,
empty-8-8-even-1_n5_run04,5,4,5,empty-8-8.map,True,18,5000,
empty-8-8-even-1_n5_run05,5,5,5,empty-8-8.map,True,17,5000,
empty-8-8-even-1_n5_run06,5,6,5,empty-8-8.map,True,8,5000,
empty-8-8-even-1_n5_run07,5,7,5,empty-8-8.map,True,29,5000,
empty-8-8-even-1_n5_run08,5,8,5,empty-8-8.map,True,8,5000,
empty-8-8-even-1_n5_run09,5,9,5,empty-8-8.map,True,10,5000,
empty-8-8-even-1_n5_run10,5,10,5,empty-8-8.map,True,5,5000,
empty-8-8-even-1_n10_run01,10,1,10,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n10_run02,10,2,10,empty-8-8.map,True,19,5000,
empty-8-8-even-1_n10_run03,10,3,10,empty-8-8.map,True,20,5000,
empty-8-8-even-1_n10_run04,10,4,10,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n10_run05,10,5,10,empty-8-8.map,True,17,5000,
empty-8-8-even-1_n10_run06,10,6,10,empty-8-8.map,True,9,5000,
empty-8-8-even-1_n10_run07,10,7,10,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n10_run08,10,8,10,empty-8-8.map,True,20,5000,
empty-8-8-even-1_n10_run09,10,9,10,empty-8-8.map,True,115,5000,
empty-8-8-even-1_n10_run10,10,10,10,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n15_run01,15,1,15,empty-8-8.map,True,4855,5000,
empty-8-8-even-1_n15_run02,15,2,15,empty-8-8.map,True,19,5000,
empty-8-8-even-1_n15_run03,15,3,15,empty-8-8.map,True,18,5000,
empty-8-8-even-1_n15_run04,15,4,15,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n15_run05,15,5,15,empty-8-8.map,True,1512,5000,
empty-8-8-even-1_n15_run06,15,6,15,empty-8-8.map,True,100,5000,
empty-8-8-even-1_n15_run07,15,7,15,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n15_run08,15,8,15,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n15_run09,15,9,15,empty-8-8.map,True,22,5000,
empty-8-8-even-1_n15_run10,15,10,15,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n20_run01,20,1,20,empty-8-8.map,True,33,5000,
empty-8-8-even-1_n20_run02,20,2,20,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n20_run03,20,3,20,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n20_run04,20,4,20,empty-8-8.map,True,27,5000,
empty-8-8-even-1_n20_run05,20,5,20,empty-8-8.map,True,23,5000,
empty-8-8-even-1_n20_run06,20,6,20,empty-8-8.map,True,29,5000,
empty-8-8-even-1_n20_run07,20,7,20,empty-8-8.map,True,37,5000,
empty-8-8-even-1_n20_run08,20,8,20,empty-8-8.map,True,23,5000,
empty-8-8-even-1_n20_run09,20,9,20,empty-8-8.map,True,23,5000,
empty-8-8-even-1_n20_run10,20,10,20,empty-8-8.map,True,31,5000,
empty-8-8-even-1_n25_run01,25,1,25,empty-8-8.map,True,24,5000,
empty-8-8-even-1_n25_run02,25,2,25,empty-8-8.map,True,37,5000,
empty-8-8-even-1_n25_run03,25,3,25,empty-8-8.map,True,33,5000,
empty-8-8-even-1_n25_run04,25,4,25,empty-8-8.map,False,5000,5000,
empty-8-8-even-1_n25_run05,25,5,25,empty-8-8.map,True,62,5000,
empty-8-8-even-1_n25_run06,25,6,25,empty-8-8.map,True,54,5000,
empty-8-8-even-1_n25_run07,25,7,25,empty-8-8.map,True,39,5000,
empty-8-8-even-1_n25_run08,25,8,25,empty-8-8.map,True,50,5000,
empty-8-8-even-1_n25_run09,25,9,25,empty-8-8.map,True,48,5000,
empty-8-8-even-1_n25_run10,25,10,25,empty-8-8.map,False,5000,5000,
ht_chantry-even-1_n5_run01,5,1,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run02,5,2,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run03,5,3,5,ht_chantry.map,True,1657,5000,
ht_chantry-even-1_n5_run04,5,4,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run05,5,5,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run06,5,6,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run07,5,7,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run08,5,8,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run09,5,9,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n5_run10,5,10,5,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run01,10,1,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run02,10,2,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run03,10,3,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run04,10,4,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run05,10,5,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run06,10,6,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run07,10,7,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run08,10,8,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run09,10,9,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n10_run10,10,10,10,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run01,15,1,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run02,15,2,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run03,15,3,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run04,15,4,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run05,15,5,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run06,15,6,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run07,15,7,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run08,15,8,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run09,15,9,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n15_run10,15,10,15,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run01,20,1,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run02,20,2,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run03,20,3,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run04,20,4,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run05,20,5,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run06,20,6,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run07,20,7,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run08,20,8,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run09,20,9,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n20_run10,20,10,20,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run01,25,1,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run02,25,2,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run03,25,3,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run04,25,4,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run05,25,5,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run06,25,6,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run07,25,7,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run08,25,8,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run09,25,9,25,ht_chantry.map,False,5000,5000,
ht_chantry-even-1_n25_run10,25,10,25,ht_chantry.map,False,5000,5000,
ht_mansion_n-even-1_n5_run01,5,1,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run02,5,2,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run03,5,3,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run04,5,4,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run05,5,5,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run06,5,6,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run07,5,7,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run08,5,8,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run09,5,9,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n5_run10,5,10,5,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run01,10,1,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run02,10,2,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run03,10,3,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run04,10,4,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run05,10,5,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run06,10,6,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run07,10,7,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run08,10,8,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run09,10,9,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n10_run10,10,10,10,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run01,15,1,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run02,15,2,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run03,15,3,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run04,15,4,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run05,15,5,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run06,15,6,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run07,15,7,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run08,15,8,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run09,15,9,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n15_run10,15,10,15,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run01,20,1,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run02,20,2,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run03,20,3,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run04,20,4,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run05,20,5,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run06,20,6,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run07,20,7,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run08,20,8,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run09,20,9,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n20_run10,20,10,20,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run01,25,1,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run02,25,2,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run03,25,3,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run04,25,4,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run05,25,5,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run06,25,6,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run07,25,7,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run08,25,8,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run09,25,9,25,ht_mansion_n.map,False,5000,5000,
ht_mansion_n-even-1_n25_run10,25,10,25,ht_mansion_n.map,False,5000,5000,
lak303d-even-1_n5_run01,5,1,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run02,5,2,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run03,5,3,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run04,5,4,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run05,5,5,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run06,5,6,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run07,5,7,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run08,5,8,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run09,5,9,5,lak303d.map,False,5000,5000,
lak303d-even-1_n5_run10,5,10,5,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run01,10,1,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run02,10,2,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run03,10,3,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run04,10,4,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run05,10,5,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run06,10,6,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run07,10,7,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run08,10,8,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run09,10,9,10,lak303d.map,False,5000,5000,
lak303d-even-1_n10_run10,10,10,10,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run01,15,1,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run02,15,2,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run03,15,3,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run04,15,4,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run05,15,5,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run06,15,6,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run07,15,7,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run08,15,8,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run09,15,9,15,lak303d.map,False,5000,5000,
lak303d-even-1_n15_run10,15,10,15,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run01,20,1,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run02,20,2,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run03,20,3,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run04,20,4,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run05,20,5,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run06,20,6,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run07,20,7,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run08,20,8,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run09,20,9,20,lak303d.map,False,5000,5000,
lak303d-even-1_n20_run10,20,10,20,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run01,25,1,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run02,25,2,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run03,25,3,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run04,25,4,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run05,25,5,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run06,25,6,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run07,25,7,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run08,25,8,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run09,25,9,25,lak303d.map,False,5000,5000,
lak303d-even-1_n25_run10,25,10,25,lak303d.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run01,5,1,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run02,5,2,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run03,5,3,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run04,5,4,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run05,5,5,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run06,5,6,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run07,5,7,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run08,5,8,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run09,5,9,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n5_run10,5,10,5,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run01,10,1,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run02,10,2,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run03,10,3,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run04,10,4,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run05,10,5,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run06,10,6,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run07,10,7,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run08,10,8,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run09,10,9,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n10_run10,10,10,10,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run01,15,1,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run02,15,2,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run03,15,3,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run04,15,4,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run05,15,5,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run06,15,6,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run07,15,7,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run08,15,8,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run09,15,9,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n15_run10,15,10,15,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run01,20,1,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run02,20,2,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run03,20,3,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run04,20,4,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run05,20,5,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run06,20,6,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run07,20,7,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run08,20,8,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run09,20,9,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n20_run10,20,10,20,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run01,25,1,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run02,25,2,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run03,25,3,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run04,25,4,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run05,25,5,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run06,25,6,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run07,25,7,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run08,25,8,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run09,25,9,25,lt_gallowstemplar_n.map,False,5000,5000,
lt_gallowstemplar_n-even-1_n25_run10,25,10,25,lt_gallowstemplar_n.map,False,5000,5000,
maze-128-128-1-even-1_n5_run01,5,1,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run02,5,2,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run03,5,3,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run04,5,4,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run05,5,5,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run06,5,6,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run07,5,7,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run08,5,8,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run09,5,9,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n5_run10,5,10,5,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run01,10,1,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run02,10,2,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run03,10,3,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run04,10,4,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run05,10,5,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run06,10,6,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run07,10,7,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run08,10,8,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run09,10,9,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n10_run10,10,10,10,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n15_run01,15,1,15,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n15_run02,15,2,15,maze-128-128-1.map,False,5000,5000,
maze-128-128-1-even-1_n15_run03,15,3,15,maze-128-128-1.map,False,5000,5000,
